Folder_ID	Encoding_Vector
94_O	1 0.447368 0.552632 0.166667 0.589744 0.24359 0.203704 0.481481 0.314815 0.179487 0.538462 0.282051 0.0652174 0.362319 0.456522 0.115942 0.0648148 0.342593 0.490741 0.101852 0.0888889 0.333333 0.422222 0.155556 0.0526316 0.342105 0.5 0.105263 
95	1 0.473684 0.526316 0.205128 0.5 0.294872 0.166667 0.62963 0.203704 0.217949 0.525641 0.25641 0.0724638 0.369565 0.442029 0.115942 0.0833333 0.37963 0.37037 0.166667 0.0444444 0.4 0.477778 0.0777778 0.0789474 0.473684 0.368421 0.0789474 
95_O	1 0.552632 0.447368 0.333333 0.551282 0.115385 0.351852 0.388889 0.259259 0.307692 0.487179 0.205128 0.202899 0.434783 0.318841 0.0434783 0.166667 0.462963 0.333333 0.037037 0.233333 0.411111 0.211111 0.144444 0.210526 0.263158 0.473684 0.0526316 
96	1 0.447368 0.552632 0.166667 0.461538 0.371795 0.111111 0.592593 0.296296 0.166667 0.551282 0.282051 0.0652174 0.23913 0.492754 0.202899 0.0462963 0.305556 0.425926 0.222222 0.0111111 0.344444 0.488889 0.155556 0.0263158 0.315789 0.526316 0.131579 
96_O	1 0.473684 0.526316 0.205128 0.564103 0.230769 0.277778 0.37037 0.351852 0.282051 0.358974 0.358974 0.0942029 0.384058 0.384058 0.137681 0.12963 0.259259 0.5 0.111111 0.2 0.288889 0.266667 0.244444 0.184211 0.236842 0.289474 0.289474 
97	1 0.552632 0.447368 0.320513 0.487179 0.192308 0.314815 0.518519 0.166667 0.320513 0.474359 0.205128 0.173913 0.434783 0.311594 0.0797101 0.212963 0.398148 0.314815 0.0740741 0.155556 0.444444 0.322222 0.0777778 0.184211 0.394737 0.342105 0.0789474 
97_O	1 0.315789 0.684211 0.0641026 0.551282 0.384615 0.0925926 0.444444 0.462963 0.0769231 0.474359 0.448718 0.00724638 0.202899 0.57971 0.210145 0 0.212963 0.564815 0.222222 0.0222222 0.222222 0.477778 0.277778 0.0263158 0.131579 0.578947 0.263158 
98	1 0.5 0.5 0.24359 0.5 0.25641 0.185185 0.574074 0.240741 0.230769 0.512821 0.25641 0.0869565 0.384058 0.413043 0.115942 0.101852 0.37963 0.361111 0.157407 0.0666667 0.422222 0.411111 0.1 0.0789474 0.394737 0.342105 0.184211 
98_O	1 0.526316 0.473684 0.24359 0.653846 0.102564 0.351852 0.37037 0.277778 0.282051 0.487179 0.230769 0.130435 0.485507 0.347826 0.0362319 0.0833333 0.5 0.416667 0 0.244444 0.322222 0.288889 0.144444 0.105263 0.526316 0.263158 0.105263 
99	1 0.5 0.5 0.24359 0.5 0.25641 0.166667 0.574074 0.259259 0.217949 0.551282 0.230769 0.0797101 0.376812 0.427536 0.115942 0.0925926 0.398148 0.361111 0.148148 0.0666667 0.366667 0.488889 0.0777778 0.0263158 0.421053 0.368421 0.184211 
99_O	1 0.394737 0.605263 0.166667 0.410256 0.423077 0.148148 0.444444 0.407407 0.115385 0.525641 0.358974 0.057971 0.268116 0.376812 0.297101 0.0555556 0.240741 0.416667 0.287037 0.0444444 0.277778 0.444444 0.233333 0.0263158 0.263158 0.447368 0.263158 
